index_id,True_Misconception,openai/gpt-oss-20b,llama-3.1-8b-instant,qwen/qwen3-32b
729,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
730,Whole Number Bias,Denominator Only Change,Whole Number Bias,Additive Reasoning Error
731,Subtraction Error,Wrong Fraction,Additive Reasoning Error,Additive Reasoning Error
732,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
733,Unclassified Error,Incomplete Calculation,Whole Number Bias,Wrong Term
734,Inversion Error,Wrong Fraction,Incomplete Calculation,Denominator Only Change
735,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
736,Flip and Change Error,Swapped Dividend,Swapped Dividend,Swapped Dividend
737,Subtraction Error,Subtraction Error,Whole Number Bias,Additive Reasoning Error
738,Unclassified Error,Unclassified Error,Irrelevant Explanation,Unclassified Error
739,Unclassified Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
740,Duplication Error,Duplication Error,Duplication Error,Duplication Error
741,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
742,Tacking On Zeroes,Subtraction Error,Whole Number Bias,Positive/Negative Sign Error
743,Not A Variable,Unclassified Error,Unclassified Error,Unclassified Error
744,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
745,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
746,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
747,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
748,Unclassified Error,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
749,Unclassified Error,Wrong Term,Adding Unlike Terms,Incomplete Calculation
750,Unclassified Error,Multiplication Error,Additive Reasoning Error,Division Error
751,Unclassified Error,Division Error,Scale Factor Error,Incomplete Calculation
752,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
753,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
754,Unclassified Error,Subtraction Error,Unclassified Error,Inverse Operation Error
755,Longer Decimals Are Bigger,Whole Number Bias,Whole Number Bias,Whole Number Bias
756,Unclassified Error,Irrelevant Explanation,Swapped Dividend,Additive Reasoning Error
757,Positive/Negative Sign Error,Positive/Negative Sign Error,Positive/Negative Sign Error,Positive/Negative Sign Error
758,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
759,Unclassified Error,Incomplete Calculation,Whole Number Bias,Unclassified Error
760,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
761,Unclassified Error,Wrong Fraction,Whole Number Bias,Unclassified Error
762,Unclassified Error,Wrong Term,Additive Reasoning Error,Incomplete Calculation
763,First Term Error,Wrong Term,Whole Number Bias,Additive Reasoning Error
764,Unclassified Error,Wrong Fraction,Incomplete Calculation,Wrong Fraction
765,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
766,Unclassified Error,Adding Fractions Across,Unclassified Error,Adding Fractions Across
767,Inversion Error,Denominator Only Change,Additive Reasoning Error,Inversion Error
768,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
769,Denominator Only Change,Wrong Fraction,Adding Like Terms,Adding Fractions Across
770,Unclassified Error,Unclassified Error,Unclassified Error,Positive/Negative Sign Error
771,Unclassified Error,Unclassified Error,Whole Number Bias,Base Rate Error
772,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
773,Subtraction Error,Subtraction Error,Additive Reasoning Error,Additive Reasoning Error
774,Scale Factor Error,Definition Error,Unclassified Error,Base Rate Error
775,Unclassified Error,Additive Reasoning Error,Adding Like Terms,Additive Reasoning Error
776,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
777,First Term Error,Multiplication Error,Scale Factor Error,Whole Number Bias
778,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
779,Unclassified Error,Multiplication Error,Additive Reasoning Error,Additive Reasoning Error
780,Unclassified Error,Wrong Fraction,Whole Number Bias,Wrong Fraction
781,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
782,Unclassified Error,Division Error,Additive Reasoning Error,Swapped Dividend
783,Duplication Error,Duplication Error,Duplication Error,Duplication Error
784,Multiplication Error,Division Error,Whole Number Bias,Swapped Dividend
785,Wrong Fraction,Multiplication Error,Whole Number Bias,Incomplete Calculation
786,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
787,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
788,Denominator Only Change,Wrong Fraction,Adding Fractions Across,Additive Reasoning Error
789,Unclassified Error,Tacking On Zeroes,Multiplication Error,Unclassified Error
790,Incomplete Calculation,Incomplete Calculation,Inversion Error,Incomplete Calculation
791,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
792,Unclassified Error,Irrelevant Explanation,Inversion Error,Unclassified Error
793,Unclassified Error,Whole Number Bias,Whole Number Bias,Whole Number Bias
794,Irrelevant Explanation,Wrong Fraction,Whole Number Bias,Unclassified Error
795,Multiplication Error,Division Error,Swapped Dividend,Swapped Dividend
796,Subtraction Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
797,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
798,Inversion Error,Inversion Error,Duplication Error,Inversion Error
799,Unclassified Error,Wrong Fraction,Incomplete Calculation,Unclassified Error
800,Unclassified Error,Wrong Fraction,Adding Fractions Across,Unclassified Error
801,Inversion Error,Inversion Error,Whole Number Bias,Inversion Error
802,Scale Factor Error,Unclassified Error,Whole Number Bias,Whole Number Bias
803,Unclassified Error,Definition Error,Whole Number Bias,Irrelevant Explanation
804,Unclassified Error,Positive/Negative Sign Error,Division Error,Positive/Negative Sign Error
805,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
806,Unclassified Error,Additive Reasoning Error,Adding Unlike Terms,Adding Fractions Across
807,Adding Fractions Across,Additive Reasoning Error,"Adding Like Terms (is not listed, but closely matches) - Adding Fractions Across (or) Incomplete Calculation",Adding Fractions Across
808,Unclassified Error,Definition Error,Swapped Dividend,Division Error
809,Adding Fractions Across,Additive Reasoning Error,Adding Fractions Across,Adding Fractions Across
810,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
811,Unclassified Error,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
812,Unclassified Error,Whole Number Bias,Whole Numbers Are Larger,Whole Number Bias
813,Unclassified Error,Incomplete Calculation,Whole Number Bias,Unclassified Error
814,Unclassified Error,Wrong Fraction,Whole Number Bias,Whole Number Bias
815,Wrong Term,Wrong Term,Whole Number Bias,Incomplete Calculation
816,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Definition Error
817,Wrong Fraction,Wrong Term,Inversion Error,Wrong Term
818,Unclassified Error,Division Error,Unclassified Error,Unclassified Error
819,Unclassified Error,Swapped Dividend,Irrelevant Explanation,Swapped Dividend
820,Subtraction Error,Additive Reasoning Error,Adding Fractions Across,Additive Reasoning Error
821,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
822,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
823,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
824,Positive/Negative Sign Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
825,Tacking On Zeroes,Subtraction Error,Additive Reasoning Error,Whole Number Bias
826,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
827,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
828,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
829,Duplication Error,Duplication Error,Duplication Error,Duplication Error
830,Additive Reasoning Error,Additive Reasoning Error,Swapped Dividend,Additive Reasoning Error
831,Unclassified Error,Positive/Negative Sign Error,Definition Error,Positive/Negative Sign Error
832,Wrong Fraction,Wrong Term,Whole Number Bias,Incomplete Calculation
833,Duplication Error,Duplication Error,Incomplete Calculation,Duplication Error
834,Unclassified Error,Wrong Term,Whole Number Bias,Wrong Term
835,Duplication Error,Duplication Error,Inversion Error,Duplication Error
836,Unclassified Error,Interior Angle Error,Definition Error,Interior Angle Error
837,Tacking On Zeroes,Positive/Negative Sign Error,Inversion Error,Positive/Negative Sign Error
838,Unclassified Error,Duplication Error,Whole Number Bias,Duplication Error
839,Unclassified Error,Additive Reasoning Error,Whole Number Bias,Unclassified Error
840,Whole Number Bias,Wrong Fraction,Whole Number Bias,Whole Number Bias
841,Unclassified Error,Inverse Operation Error,Incomplete Calculation,Whole Number Bias
842,Unclassified Error,Unclassified Error,Scale Factor Error,Unclassified Error
843,Irrelevant Explanation,Whole Number Bias,Additive Reasoning Error,Additive Reasoning Error
844,Flip and Change Error,Definition Error,Whole Number Bias,Unclassified Error
845,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
846,Unclassified Error,Multiplication Error,Whole Number Bias,Additive Reasoning Error
847,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
848,Not A Variable,Unclassified Error,Whole Number Bias,Unclassified Error
849,Positive/Negative Sign Error,Positive/Negative Sign Error,Additive Reasoning Error,Inverse Operation Error
850,Unclassified Error,Whole Number Bias,Additive Reasoning Error,Unclassified Error
851,Additive Reasoning Error,Additive Reasoning Error,Whole Number Bias,Additive Reasoning Error
852,Unclassified Error,Additive Reasoning Error,Adding Fractions Across,Additive Reasoning Error
853,Unclassified Error,Multiplication Error,Swapped Dividend,Unclassified Error
854,Unclassified Error,Unclassified Error,Adding Fractions Across,Adding Fractions Across
855,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
856,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
857,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
858,Wrong Fraction,Wrong Term,Swapped Dividend,Swapped Dividend
859,Whole Number Bias,Wrong Fraction,Incomplete Calculation,Whole Number Bias
860,Unclassified Error,Whole Number Bias,Swapped Dividend,Unclassified Error
861,Adding Unlike Terms,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
862,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
863,Unknowable Error,Interior Angle Error,Definition Error,Definition Error
864,Incomplete Calculation,Incomplete Calculation,Wrong Fraction,Incomplete Calculation
865,Unclassified Error,Positive/Negative Sign Error,Positive/Negative Sign Error,Positive/Negative Sign Error
866,Duplication Error,Duplication Error,Incomplete Calculation,Duplication Error
867,Unknowable Error,Interior Angle Error,Unclassified Error,Definition Error
868,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias,Unknowable Error
869,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
870,Subtraction Error,Additive Reasoning Error,Whole Number Bias,Additive Reasoning Error
871,Unclassified Error,Wrong Term,Unclassified Error,Additive Reasoning Error
872,Swapped Dividend,Swapped Dividend,Swapped Dividend,Swapped Dividend
873,Tacking On Zeroes,Unclassified Error,Unclassified Error,Unclassified Error
874,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation,Incomplete Calculation
875,Unclassified Error,Multiplication Error,Swapped Dividend,Swapped Dividend
876,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
877,Unclassified Error,Multiplication Error,Swapped Dividend,Swapped Dividend
878,Unclassified Error,Wrong Term,Additive Reasoning Error,Wrong Fraction
879,Subtraction Error,Additive Reasoning Error,Adding Fractions Across,Additive Reasoning Error
880,Unclassified Error,Wrong Term,Additive Reasoning Error,Incomplete Calculation
881,Irrelevant Explanation,Whole Number Bias,Whole Number Bias,Unclassified Error
882,Wrong Term,Wrong Term,Scale Factor Error,Incomplete Calculation
883,Duplication Error,Duplication Error,Duplication Error,Duplication Error
884,Unclassified Error,Whole Number Bias,Whole Number Bias,Base Rate Error
885,Not A Variable,Division Error,Whole Number Bias,Unclassified Error
886,Unclassified Error,Additive Reasoning Error,Additive Reasoning Error,Additive Reasoning Error
887,Definition Error,Definition Error,Whole Number Bias,Definition Error
888,Subtraction Error,Subtraction Error,Adding Fractions Across,Additive Reasoning Error
889,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
890,Positive/Negative Sign Error,Additive Reasoning Error,Whole Number Bias,Whole Number Bias
891,Tacking On Zeroes,Unclassified Error,Additive Reasoning Error,Positive/Negative Sign Error
892,Wrong Term,Wrong Term,Subtraction Error,Scale Factor Error
893,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
894,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias,Whole Number Bias
895,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
896,Duplication Error,Duplication Error,Duplication Error,Duplication Error
897,Unclassified Error,Unclassified Error,Additive Reasoning Error,Unclassified Error
898,Wrong Fraction,Wrong Term,Whole Number Bias,Incomplete Calculation
899,Unclassified Error,Unclassified Error,Adding Fractions Across,Unclassified Error
900,Unclassified Error,Unclassified Error,Irrelevant Explanation,Unclassified Error
901,Whole Numbers Are Larger,Whole Number Bias,Whole Number Bias,Whole Number Bias
902,Incomplete Calculation,Incomplete Calculation,Whole Number Bias,Incomplete Calculation
903,Unclassified Error,Wrong Fraction,Whole Number Bias,Division Error
904,Unclassified Error,Wrong Fraction,Additive Reasoning Error,Additive Reasoning Error
905,Adding Fractions Across,Adding Fractions Across,Adding Fractions Across,Adding Fractions Across
906,Unclassified Error,Positive/Negative Sign Error,Whole Number Bias,Positive/Negative Sign Error
907,Unclassified Error,Unclassified Error,Whole Number Bias,Unclassified Error
908,Unclassified Error,Division Error,Swapped Dividend,Swapped Dividend
909,Unclassified Error,Duplication Error,Inversion Error,Duplication Error
910,Unclassified Error,Unclassified Error,Unclassified Error,Incomplete Calculation
911,Duplication Error,Duplication Error,Duplication Error,Duplication Error
912,Unclassified Error,Wrong Fraction,Additive Reasoning Error,Whole Number Bias
913,Duplication Error,Duplication Error,Duplication Error,Duplication Error
914,Unclassified Error,Unclassified Error,Incomplete Calculation,Unclassified Error
915,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
916,Wrong Term,Wrong Term,Additive Reasoning Error,Incomplete Calculation
917,Scale Factor Error,Definition Error,Definition Error,Definition Error
918,Unclassified Error,Unclassified Error,Unclassified Error,Unclassified Error
